space_time_id,pop,rwi,error,wealth
2022_2_3_-3.472_12.6004,35.11227864981337,-0.485,0.29,14044.911459925348
2022_2_3_-3.472_12.6004,35.48629297074721,-0.485,0.29,14194.517188298883
2022_2_3_-3.472_12.6004,36.10003056622061,-0.485,0.29,14440.012226488245
2022_2_3_-3.472_12.6004,37.61054080358634,-0.893,0.305,15044.216321434536
2022_2_3_-3.472_12.6004,49.4615356107971,-0.362,0.291,24730.76780539855
2022_2_3_-3.472_12.6004,57.596046058032016,-0.362,0.291,28798.023029016007
2022_2_3_-3.472_12.6004,58.55211381732117,-0.362,0.291,29276.056908660586
2022_2_3_-3.472_12.6004,60.86548108776967,-0.362,0.291,30432.740543884836
2022_2_3_-3.472_12.6004,63.25592629287644,-0.362,0.291,31627.96314643822
2022_2_3_-3.472_12.6004,61.34067617456842,-0.51,0.333,24536.27046982737
2022_2_3_-3.472_12.6004,58.11349341465216,-0.51,0.333,23245.397365860863
2022_2_3_-3.472_12.6004,57.29539636926791,-0.51,0.333,22918.158547707164
2022_2_3_-3.472_12.6004,45.73399543081264,-0.51,0.333,18293.598172325055
2022_2_3_-3.472_12.6004,39.38998630111264,-0.286,0.289,19694.99315055632
2022_2_3_-3.472_12.6004,36.74400937789654,-0.286,0.289,18372.00468894827
2022_2_3_-3.472_12.6004,36.16010265179695,-0.286,0.289,18080.051325898472
2022_2_3_-3.472_12.6004,20.109692350951004,-0.592,0.29,8043.876940380402
2022_2_3_-3.472_12.6004,20.241660901547483,-0.592,0.29,8096.664360618994
2022_2_3_-3.472_12.6004,20.721671123309275,-0.592,0.29,8288.66844932371
2022_2_3_-3.472_12.6004,0.227376178056809,-0.529,0.304,90.95047122272359
2022_2_3_-3.472_12.6004,35.350643128959604,-0.723,0.289,10605.192938687882
2022_2_3_-3.472_12.6004,36.29352901817607,-0.723,0.289,10888.058705452822
2022_2_3_-3.472_12.6004,35.791354783589064,-0.623,0.291,10737.406435076718
2022_2_3_-3.472_12.6004,47.67277712806213,-0.623,0.291,14301.833138418639
2022_2_3_-3.472_12.6004,56.428413248564354,-0.362,0.291,28214.20662428218
2022_2_3_-3.472_12.6004,56.30940643743613,-0.362,0.291,28154.703218718067
2022_2_3_-3.472_12.6004,60.825843233062585,-0.362,0.291,30412.921616531294
2022_2_3_-3.472_12.6004,62.49945240102536,-0.362,0.291,31249.72620051268
2022_2_3_-3.472_12.6004,60.69350058251645,-0.51,0.333,24277.40023300658
2022_2_3_-3.472_12.6004,56.657870407900496,-0.51,0.333,22663.1481631602
2022_2_3_-3.472_12.6004,54.33170649684624,-0.51,0.333,21732.682598738495
2022_2_3_-3.472_12.6004,43.430759282777984,-0.649,0.29,13029.227784833396
2022_2_3_-3.472_12.6004,36.69678260380019,-0.649,0.29,11009.034781140057
2022_2_3_-3.472_12.6004,35.589090628465435,-0.649,0.29,10676.727188539631
2022_2_3_-3.472_12.6004,26.43357608371579,-0.649,0.29,7930.072825114737
2022_2_3_-3.472_12.6004,20.232615921152608,-0.128,0.287,12139.569552691564
2022_2_3_-3.472_12.6004,23.15426290034926,-0.128,0.287,13892.557740209555
2022_2_3_-3.472_12.6004,15.871327005571636,-0.128,0.287,9522.796203342981
2022_2_3_-3.472_12.6004,37.60304631939901,-0.723,0.289,11280.913895819704
2022_2_3_-3.472_12.6004,38.64738862833858,-0.723,0.289,11594.216588501575
2022_2_3_-3.472_12.6004,37.96210341593768,-0.623,0.291,11388.631024781305
2022_2_3_-3.472_12.6004,47.873357999640064,-0.623,0.291,14362.00739989202
2022_2_3_-3.472_12.6004,54.87383123006784,-0.623,0.291,16462.149369020353
2022_2_3_-3.472_12.6004,54.70294294932887,-0.623,0.291,16410.882884798662
2022_2_3_-3.472_12.6004,59.877914985307385,-0.362,0.291,29938.95749265369
2022_2_3_-3.472_12.6004,61.9796222251622,-0.362,0.291,30989.8111125811
2022_2_3_-3.472_12.6004,59.41325760853563,-0.51,0.333,23765.303043414253
2022_2_3_-3.472_12.6004,55.7239340019549,-0.51,0.333,22289.57360078196
2022_2_3_-3.472_12.6004,52.65036651059268,-0.51,0.333,21060.146604237074
2022_2_3_-3.472_12.6004,44.06475228786989,-0.649,0.29,13219.425686360966
2022_2_3_-3.472_12.6004,37.933922488869946,-0.649,0.29,11380.176746660984
2022_2_3_-3.472_12.6004,38.56165524584858,-0.649,0.29,11568.496573754574
2022_2_3_-3.472_12.6004,21.275348795807776,-0.649,0.29,6382.604638742333
2022_2_3_-3.472_12.6004,23.359654422507298,-0.128,0.287,14015.792653504379
2022_2_3_-3.472_12.6004,24.052950824853927,-0.128,0.287,14431.770494912356
2022_2_3_-3.472_12.6004,4.924168910349385,-0.128,0.287,2954.5013462096313
2022_2_3_-3.472_12.6004,36.98954923251289,-0.723,0.289,11096.864769753867
2022_2_3_-3.472_12.6004,41.003275820910304,-0.723,0.289,12300.982746273092
2022_2_3_-3.472_12.6004,40.76752086138827,-0.723,0.289,12230.25625841648
2022_2_3_-3.472_12.6004,39.48598772151372,-0.623,0.291,11845.796316454116
2022_2_3_-3.472_12.6004,48.15660709111999,-0.623,0.291,14446.982127335996
2022_2_3_-3.472_12.6004,54.91858290882909,-0.623,0.291,16475.574872648725
2022_2_3_-3.472_12.6004,51.95109189210164,-0.623,0.291,15585.327567630491
2022_2_3_-3.472_12.6004,56.90044270445442,-0.623,0.291,17070.132811336327
2022_2_3_-3.472_12.6004,58.45824356783028,-0.623,0.291,17537.473070349082
2022_2_3_-3.472_12.6004,58.74245846561431,-0.51,0.333,23496.983386245724
2022_2_3_-3.472_12.6004,56.41989594356377,-0.51,0.333,22567.958377425508
2022_2_3_-3.472_12.6004,54.40997720804895,-0.617,0.29,16322.993162414685
2022_2_3_-3.472_12.6004,47.64389832110037,-0.617,0.29,14293.169496330112
2022_2_3_-3.472_12.6004,45.62381944446064,-0.617,0.29,13687.145833338192
2022_2_3_-3.472_12.6004,44.77503230884186,-0.617,0.29,13432.509692652557
2022_2_3_-3.472_12.6004,23.9515557009474,-0.617,0.29,7185.4667102842195
2022_2_3_-3.472_12.6004,24.26928796597288,-0.617,0.29,7280.786389791863
2022_2_3_-3.472_12.6004,15.309301080254704,-0.128,0.287,9185.580648152822
2022_2_3_-3.472_12.6004,36.62192572733874,-0.723,0.289,10986.577718201623
2022_2_3_-3.472_12.6004,45.36920125310106,-0.723,0.289,13610.760375930318
2022_2_3_-3.472_12.6004,43.89817748358507,-0.723,0.289,13169.453245075521
2022_2_3_-3.472_12.6004,42.74015058929012,-0.623,0.291,12822.045176787035
2022_2_3_-3.472_12.6004,47.87406074038312,-0.623,0.291,14362.218222114936
2022_2_3_-3.472_12.6004,54.08938721922797,-0.623,0.291,16226.816165768392
2022_2_3_-3.472_12.6004,52.94050449220666,-0.623,0.291,15882.151347661997
2022_2_3_-3.472_12.6004,57.56577832612654,-0.623,0.291,17269.733497837962
2022_2_3_-3.472_12.6004,60.74710777076129,-0.623,0.291,18224.132331228386
2022_2_3_-3.472_12.6004,61.07002231766583,-0.144,0.308,36642.013390599495
2022_2_3_-3.472_12.6004,58.777819369201055,-0.144,0.308,35266.69162152063
2022_2_3_-3.472_12.6004,57.58546569471948,-0.144,0.308,34551.27941683169
2022_2_3_-3.472_12.6004,53.99362064798226,-0.617,0.29,16198.086194394678
2022_2_3_-3.472_12.6004,56.51404102601929,-0.617,0.29,16954.21230780579
2022_2_3_-3.472_12.6004,57.233944937150575,-0.617,0.29,17170.183481145174
2022_2_3_-3.472_12.6004,37.697809907288736,-0.617,0.29,11309.342972186621
2022_2_3_-3.472_12.6004,22.20371353883391,-0.617,0.29,6661.1140616501725
2022_2_3_-3.472_12.6004,1.395097161224203,-0.617,0.29,418.52914836726086
2022_2_3_-3.472_12.6004,5.777455599828911,-0.723,0.289,1733.2366799486733
2022_2_3_-3.472_12.6004,42.33990897702009,-0.723,0.289,12701.972693106027
2022_2_3_-3.472_12.6004,47.13980155679603,-0.723,0.289,14141.940467038808
2022_2_3_-3.472_12.6004,44.89889391876295,-0.623,0.291,13469.668175628885
2022_2_3_-3.472_12.6004,47.66819558621985,-0.623,0.291,14300.458675865955
2022_2_3_-3.472_12.6004,55.92732094349768,-0.623,0.291,16778.196283049307
2022_2_3_-3.472_12.6004,64.01353666738567,-0.623,0.291,19204.0610002157
2022_2_3_-3.472_12.6004,58.45519951948112,-0.623,0.291,17536.559855844334
2022_2_3_-3.472_12.6004,65.51879479527862,-0.623,0.291,19655.638438583588
2022_2_3_-3.472_12.6004,67.17338825031878,-0.144,0.308,40304.03295019127
2022_2_3_-3.472_12.6004,63.99915667686983,-0.144,0.308,38399.494006121895
2022_2_3_-3.472_12.6004,60.74123463476395,-0.144,0.308,36444.74078085837
2022_2_3_-3.472_12.6004,64.01071851208411,-0.144,0.308,38406.431107250464
2022_2_3_-3.472_12.6004,75.11981270999198,-0.617,0.29,22535.943812997593
2022_2_3_-3.472_12.6004,79.98526703144202,-0.617,0.29,23995.580109432605
2022_2_3_-3.472_12.6004,68.2377936890498,-0.617,0.29,20471.33810671494
2022_2_3_-3.472_12.6004,7.170315793117559,-0.617,0.29,2151.0947379352674
2022_2_3_-3.472_12.6004,4.217078458718169,-0.759,0.29,1265.1235376154507
2022_2_3_-3.472_12.6004,36.63704783905772,-0.759,0.29,10991.114351717317
2022_2_3_-3.472_12.6004,51.39917032100907,-1.049,0.293,15419.751096302722
2022_2_3_-3.472_12.6004,49.290770710121386,-1.049,0.293,14787.231213036415
2022_2_3_-3.472_12.6004,54.49044550045915,-1.049,0.293,16347.133650137746
2022_2_3_-3.472_12.6004,61.55835896735055,-1.049,0.293,18467.507690205166
2022_2_3_-3.472_12.6004,60.62517618142888,-1.049,0.293,18187.552854428664
2022_2_3_-3.472_12.6004,66.81505079612924,-0.804,0.314,20044.515238838772
2022_2_3_-3.472_12.6004,75.78753175505523,-0.144,0.308,45472.51905303314
2022_2_3_-3.472_12.6004,74.76512596328821,-0.144,0.308,44859.07557797293
2022_2_3_-3.472_12.6004,63.70704210992842,-0.144,0.308,38224.22526595705
2022_2_3_-3.472_12.6004,71.9893327432125,-0.144,0.308,43193.5996459275
2022_2_3_-3.472_12.6004,89.29269757775752,-0.144,0.308,53575.618546654514
2022_2_3_-3.472_12.6004,89.87525716458184,-0.136,0.397,53925.154298749105
2022_2_3_-3.472_12.6004,7.980589088005121,-0.136,0.397,4788.353452803072
2022_2_3_-3.472_12.6004,13.666766760023055,-1.049,0.293,8200.060056013834
2022_2_3_-3.472_12.6004,41.01565862808686,-1.049,0.293,24609.39517685212
2022_2_3_-3.472_12.6004,56.85327818077577,-1.049,0.293,34111.96690846546
2022_2_3_-3.472_12.6004,67.08306103020846,-1.049,0.293,40249.836618125075
2022_2_3_-3.472_12.6004,66.77968839987446,-0.804,0.314,40067.81303992467
2022_2_3_-3.472_12.6004,86.08710194212077,-0.804,0.314,51652.26116527246
2022_2_3_-3.472_12.6004,106.22558889270904,-0.052,0.404,63735.35333562543
2022_2_3_-3.472_12.6004,105.72895307391006,-0.144,0.308,63437.37184434604
2022_2_3_-3.472_12.6004,78.30361965377217,-0.144,0.308,46982.1717922633
2022_2_3_-3.472_12.6004,50.73128222956088,-0.144,0.308,30438.76933773653
2022_2_3_-3.472_12.6004,20.861966075859385,-0.144,0.308,12517.17964551563
2022_2_3_-3.472_12.6004,2.037129491747137,-1.049,0.293,1222.277695048282
2022_2_3_-3.472_12.6004,16.202881773185624,-0.804,0.314,9721.729063911374
2022_2_3_-3.472_12.6004,28.159339207468143,-0.804,0.314,16895.603524480885
2022_2_3_-3.472_12.6004,47.71911587140117,-0.804,0.314,28631.469522840704
2022_2_3_-3.472_12.6004,58.37601479644592,-0.052,0.404,35025.608877867555
2022_2_3_-3.472_12.6004,39.15119213503675,-0.052,0.404,23490.71528102205
2022_2_3_-3.472_12.6004,3.917250257375605,-0.144,0.308,2350.350154425363
2021_8_3_0.7953_12.8801,0.094285549032537,-0.586,0.289,37.7142196130148
2021_8_3_0.7953_12.8801,1.584469430868518,-0.586,0.289,633.7877723474072
2021_8_3_0.7953_12.8801,2.40759487873012,-0.216,0.307,1203.79743936506
2021_8_3_0.7953_12.8801,1.877588513352751,-0.216,0.307,938.7942566763755
2021_8_3_0.7953_12.8801,0.244855119808606,-0.216,0.307,122.427559904303
2021_8_3_0.7953_12.8801,0.46035307889789,-0.586,0.289,184.141231559156
2021_8_3_0.7953_12.8801,6.300107394340199,-0.586,0.289,2520.0429577360796
2021_8_3_0.7953_12.8801,11.264002279416674,-0.586,0.289,4505.60091176667
2021_8_3_0.7953_12.8801,14.308131257019316,-0.586,0.289,5723.252502807726
2021_8_3_0.7953_12.8801,15.325528026587444,-0.586,0.289,6130.211210634978
2021_8_3_0.7953_12.8801,15.17866536092014,-0.216,0.307,7589.33268046007
2021_8_3_0.7953_12.8801,14.643859224634545,-0.216,0.307,7321.929612317273
2021_8_3_0.7953_12.8801,14.50379347537,-0.216,0.307,7251.896737685
2021_8_3_0.7953_12.8801,11.824342644697252,-0.467,0.307,4729.7370578789005
2021_8_3_0.7953_12.8801,6.795222796723231,-0.467,0.307,2718.0891186892927
2021_8_3_0.7953_12.8801,0.944494494739529,-0.688,0.294,283.3483484218587
2021_8_3_0.7953_12.8801,7.993896422893929,-0.693,0.284,2398.168926868179
2021_8_3_0.7953_12.8801,20.798785335008112,-0.367,0.287,10399.392667504057
2021_8_3_0.7953_12.8801,20.97412645952076,-0.863,0.29,10487.06322976038
2021_8_3_0.7953_12.8801,16.931490227889388,-0.863,0.29,8465.745113944693
2021_8_3_0.7953_12.8801,15.197928754648364,-0.863,0.29,7598.964377324182
2021_8_3_0.7953_12.8801,14.365241349316596,-0.863,0.29,7182.620674658298
2021_8_3_0.7953_12.8801,14.36320509699977,-0.237,0.291,7181.602548499885
2021_8_3_0.7953_12.8801,14.131579290628682,-0.237,0.291,7065.789645314341
2021_8_3_0.7953_12.8801,14.497597749925006,-0.237,0.291,7248.798874962503
2021_8_3_0.7953_12.8801,14.598457083055402,-0.684,0.292,4379.537124916621
2021_8_3_0.7953_12.8801,14.60413972599788,-0.684,0.292,4381.241917799364
2021_8_3_0.7953_12.8801,13.665158050675132,-0.919,0.294,4099.54741520254
2021_8_3_0.7953_12.8801,6.281194301360194,-0.919,0.294,1884.358290408058
2021_8_3_0.7953_12.8801,0.081452305158654,-0.919,0.294,24.4356915475962
2021_8_3_0.7953_12.8801,0.23066119840306,-0.693,0.284,69.198359520918
2021_8_3_0.7953_12.8801,17.220639256676442,-0.693,0.284,5166.191777002932
2021_8_3_0.7953_12.8801,30.77574250914729,-0.693,0.284,9232.722752744186
2021_8_3_0.7953_12.8801,29.482158875303867,-0.367,0.287,14741.079437651933
2021_8_3_0.7953_12.8801,27.90786847854388,-0.367,0.287,13953.934239271939
2021_8_3_0.7953_12.8801,22.10343147279073,-0.863,0.29,11051.715736395367
2021_8_3_0.7953_12.8801,16.98764914845697,-0.863,0.29,8493.824574228485
2021_8_3_0.7953_12.8801,14.566366747599185,-0.863,0.29,7283.183373799592
2021_8_3_0.7953_12.8801,14.110465269497777,-0.237,0.291,7055.232634748888
2021_8_3_0.7953_12.8801,14.024100069560388,-0.237,0.291,7012.050034780194
2021_8_3_0.7953_12.8801,13.941985762068994,-0.237,0.291,6970.992881034496
2021_8_3_0.7953_12.8801,14.075936031410484,-0.684,0.292,4222.780809423145
2021_8_3_0.7953_12.8801,14.278252575343156,-0.684,0.292,4283.475772602947
2021_8_3_0.7953_12.8801,14.370820642506937,-0.919,0.294,4311.246192752081
2021_8_3_0.7953_12.8801,14.0819477432119,-0.919,0.294,4224.58432296357
2021_8_3_0.7953_12.8801,10.013311453234344,-0.919,0.294,3003.9934359703034
2021_8_3_0.7953_12.8801,0.603205019818311,-0.346,0.302,301.6025099091555
2021_8_3_0.7953_12.8801,19.574010208697047,-0.693,0.284,5872.203062609114
2021_8_3_0.7953_12.8801,36.60527288270737,-0.693,0.284,10981.581864812211
2021_8_3_0.7953_12.8801,36.7283998082742,-0.693,0.284,11018.519942482259
2021_8_3_0.7953_12.8801,34.82215720098466,-0.367,0.287,17411.078600492332
2021_8_3_0.7953_12.8801,29.609854752195734,-0.367,0.287,14804.927376097867
2021_8_3_0.7953_12.8801,26.19228849923613,0.031,0.291,18334.60194946529
2021_8_3_0.7953_12.8801,20.641049336573843,0.031,0.291,14448.73453560169
2021_8_3_0.7953_12.8801,14.783119544622156,0.031,0.291,10348.183681235509
2021_8_3_0.7953_12.8801,13.996188434042736,-0.661,0.292,4198.856530212821
2021_8_3_0.7953_12.8801,14.403861330928605,-0.661,0.292,4321.158399278582
2021_8_3_0.7953_12.8801,14.274972988149017,-0.661,0.292,4282.491896444705
2021_8_3_0.7953_12.8801,13.315255779648968,-0.834,0.291,3994.5767338946903
2021_8_3_0.7953_12.8801,13.51792428221724,-0.834,0.291,4055.3772846651723
2021_8_3_0.7953_12.8801,13.35990381580958,-0.761,0.294,4007.9711447428745
2021_8_3_0.7953_12.8801,13.627504888186976,-0.761,0.294,4088.251466456093
2021_8_3_0.7953_12.8801,14.333388807328983,-0.761,0.294,4300.016642198695
2021_8_3_0.7953_12.8801,10.529583256352009,-0.346,0.302,5264.791628176004
2021_8_3_0.7953_12.8801,0.285043213921259,-0.346,0.302,142.5216069606295
2021_8_3_0.7953_12.8801,10.883414572210963,-0.367,0.289,5441.707286105481
2021_8_3_0.7953_12.8801,39.45662936692775,-0.693,0.284,11836.988810078325
2021_8_3_0.7953_12.8801,46.31693977785516,-0.693,0.284,13895.081933356549
2021_8_3_0.7953_12.8801,49.86739686170782,-0.693,0.284,14960.219058512344
2021_8_3_0.7953_12.8801,41.0467916180468,-0.367,0.287,20523.395809023397
2021_8_3_0.7953_12.8801,32.54866339570952,-0.367,0.287,16274.33169785476
2021_8_3_0.7953_12.8801,27.954060523298995,0.031,0.291,19567.842366309298
2021_8_3_0.7953_12.8801,24.131695859210552,0.031,0.291,16892.187101447387
2021_8_3_0.7953_12.8801,17.440515754625487,0.031,0.291,12208.361028237841
2021_8_3_0.7953_12.8801,14.02103096339596,-0.661,0.292,4206.309289018788
2021_8_3_0.7953_12.8801,13.904092920050063,-0.661,0.292,4171.227876015019
2021_8_3_0.7953_12.8801,13.730141317914338,-0.661,0.292,4119.042395374301
2021_8_3_0.7953_12.8801,13.42497491617803,-0.834,0.291,4027.492474853409
2021_8_3_0.7953_12.8801,13.132088798323617,-0.834,0.291,3939.626639497085
2021_8_3_0.7953_12.8801,13.00507240076849,-0.761,0.294,3901.521720230547
2021_8_3_0.7953_12.8801,12.805836920126996,-0.761,0.294,3841.7510760380987
2021_8_3_0.7953_12.8801,13.01158472355708,-0.761,0.294,3903.475417067124
2021_8_3_0.7953_12.8801,13.232671935344346,-0.761,0.294,3969.8015806033036
2021_8_3_0.7953_12.8801,7.497313768124876,-0.409,0.296,2998.9255072499504
2021_8_3_0.7953_12.8801,1.441842295903292,-0.367,0.289,720.9211479516459
2021_8_3_0.7953_12.8801,29.072513286586485,-0.367,0.289,14536.256643293242
2021_8_3_0.7953_12.8801,38.93060907525972,-0.693,0.284,11679.182722577914
2021_8_3_0.7953_12.8801,42.54060575144787,-0.693,0.284,12762.18172543436
2021_8_3_0.7953_12.8801,43.6592328923353,-0.693,0.284,13097.769867700588
2021_8_3_0.7953_12.8801,41.18144329450574,-0.367,0.287,20590.72164725287
2021_8_3_0.7953_12.8801,32.50765229594139,-0.367,0.287,16253.826147970696
2021_8_3_0.7953_12.8801,27.74707251489696,0.031,0.291,19422.950760427873
2021_8_3_0.7953_12.8801,25.193084379038325,0.031,0.291,17635.15906532683
2021_8_3_0.7953_12.8801,21.763370466478587,0.031,0.291,15234.359326535012
2021_8_3_0.7953_12.8801,16.1945654833396,-0.661,0.292,4858.36964500188
2021_8_3_0.7953_12.8801,15.779223836774666,-0.661,0.292,4733.7671510324
2021_8_3_0.7953_12.8801,14.025817978133922,-0.661,0.292,4207.7453934401765
2021_8_3_0.7953_12.8801,14.184765050073285,-0.834,0.291,4255.429515021985
2021_8_3_0.7953_12.8801,13.634471090875511,-0.834,0.291,4090.3413272626535
2021_8_3_0.7953_12.8801,13.234598852247537,-0.761,0.294,3970.379655674261
2021_8_3_0.7953_12.8801,14.012495695727306,-0.761,0.294,4203.748708718192
2021_8_3_0.7953_12.8801,13.654890675672098,-0.761,0.294,4096.4672027016295
2021_8_3_0.7953_12.8801,13.766894847442677,-0.303,0.297,6883.447423721338
2021_8_3_0.7953_12.8801,14.857525450045909,-0.303,0.297,7428.762725022954
2021_8_3_0.7953_12.8801,2.543637576066598,-0.409,0.296,1017.4550304266392
2021_8_3_0.7953_12.8801,12.940827852104071,-0.407,0.286,5176.331140841628
2021_8_3_0.7953_12.8801,30.193559482694656,-0.407,0.286,12077.423793077862
2021_8_3_0.7953_12.8801,32.61067741681568,-0.61,0.287,9783.203225044705
2021_8_3_0.7953_12.8801,36.25954755216868,-0.61,0.287,10877.864265650604
2021_8_3_0.7953_12.8801,36.47380837719751,-0.61,0.287,10942.142513159251
2021_8_3_0.7953_12.8801,34.30433079963626,-0.749,0.328,10291.29923989088
2021_8_3_0.7953_12.8801,30.62254253885016,-0.749,0.328,9186.762761655047
2021_8_3_0.7953_12.8801,27.857751743303627,-0.879,0.305,8357.325522991088
2021_8_3_0.7953_12.8801,25.22561856834632,-0.879,0.305,7567.685570503896
2021_8_3_0.7953_12.8801,24.459664241062573,-0.879,0.305,7337.899272318772
2021_8_3_0.7953_12.8801,23.01108148595868,-0.7,0.291,6903.324445787604
2021_8_3_0.7953_12.8801,19.609390301068736,-0.7,0.291,5882.817090320621
2021_8_3_0.7953_12.8801,17.523524896825734,-0.7,0.291,5257.057469047721
2021_8_3_0.7953_12.8801,15.99203723322219,-0.561,0.292,6396.814893288876
2021_8_3_0.7953_12.8801,14.69926828567467,-0.561,0.292,5879.707314269868
2021_8_3_0.7953_12.8801,15.094026460444727,-0.829,0.295,6037.610584177891
2021_8_3_0.7953_12.8801,14.27602754626474,-0.829,0.295,5710.411018505895
2021_8_3_0.7953_12.8801,14.25414275200775,-0.829,0.295,5701.6571008031
2021_8_3_0.7953_12.8801,14.836122344190455,-0.303,0.297,7418.061172095227
2021_8_3_0.7953_12.8801,16.66804768309308,-0.303,0.297,8334.02384154654
2021_8_3_0.7953_12.8801,11.118261434525694,-0.303,0.297,5559.130717262847
2021_8_3_0.7953_12.8801,21.39640533019668,-0.407,0.286,8558.562132078672
2021_8_3_0.7953_12.8801,28.2840861547186,-0.407,0.286,11313.634461887441
2021_8_3_0.7953_12.8801,27.87541185322348,-0.61,0.287,8362.623555967044
2021_8_3_0.7953_12.8801,27.628911336940707,-0.61,0.287,8288.673401082213
2021_8_3_0.7953_12.8801,27.37398286249215,-0.61,0.287,8212.194858747645
2021_8_3_0.7953_12.8801,28.8914480965434,-0.749,0.328,8667.43442896302
2021_8_3_0.7953_12.8801,29.16717451530776,-0.749,0.328,8750.152354592328
2021_8_3_0.7953_12.8801,27.862142660347736,-0.879,0.305,8358.642798104322
2021_8_3_0.7953_12.8801,25.835675902524265,-0.879,0.305,7750.70277075728
2021_8_3_0.7953_12.8801,25.73568714570084,-0.879,0.305,7720.706143710252
2021_8_3_0.7953_12.8801,25.58622854772254,-0.7,0.291,7675.868564316763
2021_8_3_0.7953_12.8801,23.74647179457832,-0.7,0.291,7123.941538373496
2021_8_3_0.7953_12.8801,23.18068553449198,-0.7,0.291,6954.205660347595
2021_8_3_0.7953_12.8801,21.449953387025765,-0.561,0.292,8579.981354810307
2021_8_3_0.7953_12.8801,20.657139319592627,-0.561,0.292,8262.85572783705
2021_8_3_0.7953_12.8801,19.846799140554403,-0.829,0.295,7938.719656221761
2021_8_3_0.7953_12.8801,18.06163299195854,-0.829,0.295,7224.653196783416
2021_8_3_0.7953_12.8801,19.203214659649948,-0.829,0.295,7681.285863859979
2021_8_3_0.7953_12.8801,20.373843735603288,-0.303,0.297,10186.921867801644
2021_8_3_0.7953_12.8801,21.914656350266487,-0.303,0.297,10957.328175133243
2021_8_3_0.7953_12.8801,21.126220894948197,-0.303,0.297,10563.110447474099
2021_8_3_0.7953_12.8801,0.340496101329002,-0.645,0.301,102.1488303987006
2021_8_3_0.7953_12.8801,0.749623503529514,-0.322,0.287,374.811751764757
2021_8_3_0.7953_12.8801,24.0250644649182,-0.557,0.287,9610.02578596728
2021_8_3_0.7953_12.8801,25.247267294732065,-0.557,0.287,10098.906917892826
2021_8_3_0.7953_12.8801,24.696216743983012,-0.668,0.286,7408.865023194903
2021_8_3_0.7953_12.8801,25.2721192610173,-0.668,0.286,7581.63577830519
2021_8_3_0.7953_12.8801,25.41321255723881,-0.668,0.286,7623.963767171644
2021_8_3_0.7953_12.8801,26.075543811007837,-0.638,0.287,7822.663143302351
2021_8_3_0.7953_12.8801,27.66672298767237,-0.638,0.287,8300.016896301711
2021_8_3_0.7953_12.8801,28.011505080805435,-0.89,0.312,8403.451524241631
2021_8_3_0.7953_12.8801,32.01903492799355,-0.89,0.312,9605.710478398065
2021_8_3_0.7953_12.8801,32.565000246804495,-0.89,0.312,9769.500074041349
2021_8_3_0.7953_12.8801,30.50082714579565,-0.682,0.303,9150.248143738696
2021_8_3_0.7953_12.8801,29.20972380134837,-0.682,0.303,8762.917140404512
2021_8_3_0.7953_12.8801,25.465184637961187,-0.682,0.303,7639.555391388356
2021_8_3_0.7953_12.8801,23.99725498174049,-0.164,0.294,14398.352989044293
2021_8_3_0.7953_12.8801,23.45089900934979,-0.164,0.294,14070.539405609874
2021_8_3_0.7953_12.8801,22.223847697256275,-0.821,0.295,13334.308618353765
2021_8_3_0.7953_12.8801,21.410860553829025,-0.821,0.295,12846.516332297415
2021_8_3_0.7953_12.8801,20.741502587186044,-0.821,0.295,12444.901552311627
2021_8_3_0.7953_12.8801,21.198924251608023,-0.561,0.311,8479.56970064321
2021_8_3_0.7953_12.8801,22.488948247157083,-0.561,0.311,8995.579298862833
2021_8_3_0.7953_12.8801,23.319213392214458,-0.561,0.311,9327.685356885782
2021_8_3_0.7953_12.8801,4.643617115860502,-0.272,0.301,2321.808557930251
2021_8_3_0.7953_12.8801,3.347258891714338,-0.322,0.287,1673.629445857169
2021_8_3_0.7953_12.8801,22.13511782131488,-0.557,0.287,8854.047128525952
2021_8_3_0.7953_12.8801,22.108039020724554,-0.557,0.287,8843.215608289822
2021_8_3_0.7953_12.8801,22.35440357167462,-0.668,0.286,6706.321071502386
2021_8_3_0.7953_12.8801,22.09631306827427,-0.668,0.286,6628.893920482281
2021_8_3_0.7953_12.8801,22.80242958460016,-0.668,0.286,6840.728875380048
2021_8_3_0.7953_12.8801,23.97851533790981,-0.638,0.287,7193.554601372943
2021_8_3_0.7953_12.8801,25.748551564682987,-0.638,0.287,7724.565469404896
2021_8_3_0.7953_12.8801,30.167696649406043,-0.89,0.312,9050.308994821813
2021_8_3_0.7953_12.8801,37.31933214942442,-0.89,0.312,11195.799644827326
2021_8_3_0.7953_12.8801,41.15883397176598,-0.89,0.312,12347.650191529794
2021_8_3_0.7953_12.8801,40.18289594820265,-0.682,0.303,12054.868784460794
2021_8_3_0.7953_12.8801,37.00867186408021,-0.682,0.303,11102.601559224064
2021_8_3_0.7953_12.8801,31.754785118328577,-0.682,0.303,9526.435535498573
2021_8_3_0.7953_12.8801,25.71055671731819,-0.164,0.294,15426.334030390915
2021_8_3_0.7953_12.8801,24.57237825400254,-0.164,0.294,14743.426952401524
2021_8_3_0.7953_12.8801,23.46596796198052,-0.821,0.295,14079.580777188312
2021_8_3_0.7953_12.8801,21.39092226784496,-0.821,0.295,12834.553360706976
2021_8_3_0.7953_12.8801,20.91789189048887,-0.821,0.295,12550.735134293323
